"no","company_name","status","license_no","expiry_date","address","country","email","phone_no","vat_certificate"
"117486","PREMIER INTERIORS L.L.C","Active","685586","03/20/2022 00:00:00","Al Nakheel Building #109B Karama  Dubai 37289","AE","info@premier-interiors.org","97143238303","100395773300003"
"117490","Abdulla thani technical services L.L.C","Active","852511","09/14/2021 00:00:00","abu bakar al siddique road cold crown plaza office no 101102 abu bakar al siddique road cold crown plaza office no 101102 dubai 39960","AE","Ramzan@technicalservice.ae","971544175545","100599883400003"
"117493","Eye of Khaledeh Photography","Active","903256","09/02/2021 00:00:00","Nad AlSheba 3 Nad Al Sheba Dubai 96269","AE","Eyeofkhaledeh@gmail.com","971503475080",""
"117494","'APPEXTREMES, LLC  dba  CONGA'","Active","NONE","12/31/2021 00:00:00","PO BOX 7839 13699 VIA VARRA BROOMFIELD POBOX7839","US","ACCOUNTING@CONGA.COM","13034651616",""
"117495","Azar Nov & Sports Awards TR LLC","Active","611453","02/09/2022 00:00:00","Azar Nov and Sports Awards Tr LLCIndustrial area 12902  Sharjah 29748","AE","azarnovawards@gmail.com","97165441824","100044504700003"
"117496","Eurostar Int Contracting LLC","Active","591906","02/21/2022 00:00:00","OFFICE 401 AL NAWRAS TOWER AL QUSAIS DUBAI 238655","AE","eurocontsale@gmail.com","97142380233","100376188700003"
"117497","Final Target Consultancy Sdn Bhd","Active","903395-T","12/31/2050 00:00:00","Aras 10 Business Suite 10-5 West Wing Menara Matrade Jalan Khidmat Usaha Off Jalan Duta  Kuala Lumpur 50480","MY","ceo@finaltc.com","60358860632",""
"117499","R S M A CONSULTANTS","Active","815107","09/24/2021 00:00:00","2206 Millienium Plaza Hotel Office Tower Sheikh Zayed Road Dubai  DUBAI 554576","AE","rb@rsmaconsultants.com","971563100539","100603944800003"
"117500","NAJMAT AL HATEMI BUILDING & CONSTRUCTION METERIALS TRADING LLC","Active","890355","06/06/2022 00:00:00","Office 513 Radisson Plaza Deira Creek Dubai Dubai 2409","AE","sales@nahbmt.com","971563752153","100527620700003"
"117501","Prime Phoenix Fire Fighting Installation LLC","Active","796017","12/06/2021 00:00:00","No. 906 Block B Centurion Star Tower Port Saeed Deira Dubai  Dubai 25287","AE","info@phoenix-uae.com","97142944355","100482643200003"
"117502","CITY MAX FIRE & SAFETY L.L.C","Active","751489","02/02/2022 00:00:00","Warehouse no.1 Amman streetAl Qusais industrial area 3Dubai  Dubai 86081","AE","anand@citymax.ae","971521097149","100057438200003"
"117503","MCA Management consultants","Active","622904","03/09/2022 00:00:00","402 Al Rostamani Tower ASheikh Zayed RoadPO Box 3168Dubai UAE  Dubai 3168","AE","laju.k@mcagulf.com","97143319501","100336219900003"
"117505","OBMD DMCC","Active","DMCC-080198","11/07/2021 00:00:00","503 Fortune Execeutive Tower Cluster T Jumeirah Lake Towers Dubai  Dubai 33310","AE","moaz.ahmad@obmd.ae","97144425214","100204928400003"
"117506","Zio Technologies LLC","Active","541447","01/20/2022 00:00:00","SIT Tower 1911. Dubai Silicon Oasis  Dubai 62157","AE","vishnu@zio.tech","971043388270043388270","100060382700003"
"117507","Jeem Exhibition Organizing","Active","858289","10/13/2021 00:00:00","CONTROL TOWER  MOTOR CITY  DUBAI ","AE","humam@jeemuae.com","97148878331","100610525600003"
"117510","Time Vision Security Systems Installation LLC","Active","751957","02/09/2022 00:00:00","Office-20 Mezzanine Floor Block B - Al Kazim Building Abu Hail 440990","AE","sales@timevisionsme.com","971042382483","100063717100003"
"117512","VITAL SIGN LLC","Active","650350","02/20/2022 00:00:00","Al Qusais ind no 1  Dubai 20651","AE","mmdubaiadv@gmail.com","971042383279",""
"117513","ADNH Compass","Active","217213","03/16/2022 00:00:00","Spectrum Building A Wing Level 2 Oud methaBur Dubai Dubai 31769","AE","sales@adnhcompassme.com","97143341747","100271025700003"
"117516","DICETEK LLC","Active","584567","08/06/2024 00:00:00","Port Saeed Road New Century City Tower  Dubai 83431","AE","info@dicetekuae.com","97142999002","100242600300003"
"117517","IT People FZ-LLC","Active","20046","09/18/2022 00:00:00","Building 1 Dubai Internet city office no 109 Dubai 500123","AE","preety.jha@itpeoplegulf.com","971523516991","100391359500003"
"117518","ATECH TECHNICAL SERVICES LLC","Active","757761","04/30/2022 00:00:00","AL QUOZ DUBAI  DUBAI 30223","AE","usman@atechuae.com","971043476465",""
"117519","MindPool Technologies","Active","635787","03/02/2022 00:00:00","Suite No.104  UBL Bank Building  Bank Street  Near Burjuman Mall Dubai  UAE Bur Dubai 113971","AE","bibu@mindpool-tech.com","971971508562608","100003754700003"
"117520","IDesign Advertising LLC","Active","742496","08/15/2021 00:00:00","V24 Russia Cluster Shop #07  International City  Dubai 93653","AE","info@idesignads.ae","971551545599","100043995800003"
"117522","ELEMENT 8","Active","647756","12/15/2021 00:00:00","3401 Latifa Towers  Dubai 33962","AE","info@element8.ae","97143545956","100340064300003"
"117531","Kings Mena Agency","Active","876255","02/02/2022 00:00:00","Business Bay Churchill Executive Tower Office 2114  Dubai 123256","AE","info@kingsmenagency.com","9710561715886","100490160700003"
"117532","C O F F E E COMMUNICATIONS PUBLIC RELATIONS MANAGEMENT","Active","843111","07/14/2022 00:00:00","Unit 213 Building 2 Dubai Design District  Dubai 400","AE","info@coffeecommunications.me","97145667195","100607650700003"
"117534","Sand Paper ME","Active","JLT1145","03/01/2022 00:00:00","office 1003HDS Tower Cluster F JLT  dubai 73306","AE","pcaush@gmail.com","97144308801","100369975600003"
"117536","Sketches","Active","JLT-66918","03/26/2022 00:00:00","Office No .3305 1 Lake Plaza  Dubai 113431","AE","info@sketches.ae","971043686766","100231307800003"
"117538","PIXEL ONLINE ADVERTISING","Active","713256","06/30/2022 00:00:00","8th Floor Yes Business Centre Al Barsha Dubai  Dubai 0000","AE","hello@pixeldubai.com","97144229200","100347104000003"
"117539","Impact BBDO Group","Active","243840","11/05/2021 00:00:00","17th Floor Emirates Towers  Dubai 19791","AE","s.palmer@impactbbdo.ae","97143304010","100066454800003"
"117540","9Yards Media and Marketing","Active","CN-2517052","03/18/2022 00:00:00","Breakwater Beside Abu Dhabi Marine Sports Club  Abu Dhabi 6284","AE","link@9yards.ae","97124444788","100511206300003"
"117541","PHOTON HARVEST GENERAL TRADING LLC","Active","722934","12/17/2021 00:00:00","1309  Dubai 62734","AE","sourav@kleosintl.com","97142629898","100553828300003"
"117543","PKI Technical Services LLC","Active","799785","02/03/2022 00:00:00","DUBAI INVESTMENT PARK SECOND  BUR DUBAI &#1583;&#1576;&#1610;8016","AE","feros@paxkent.ae","97143240447","100608939300003"
"117544","RUKIN AL BASMAH METALIC CONT IND LLC DUBAI BRANCH","Active","809139","06/18/2022 00:00:00","Office No. 215 - King Ahmad Muhammad Ahmad Bin Saloom Al-Fali - Deira - Al-Baraha  Dubai 49911","AE","Buss.Dev@rabuae.com","971586951361","100222530600003"
"117545","House of Comms Marketing Management","Active","736223","06/08/2022 00:00:00","Apex Atrium Building Office 103208 211 and 212 Motor City  Dubai 122654","AE","lucy@houseofcomms.com","97142754900","100322885300003"
"117546","OCA Global Testing Inspection &Certification L.L.C.","Active","CN-119662","07/01/2022 00:00:00","OFFICE802 726 BUILDING  SHEIKH RASHID BIN SAEED ST Abu Dhabi ","AE","emirates@ocaglobal.com","971508521007","100586348300003"
"117548","Chain Reaction DMCC","Active","304450","06/21/2023 00:00:00","Cluster G JBC1 Office no 2502 Jumeirah Lakes Towers Dubai UAE  Dubai 337218","AE","Saif@chainreaction.ae","971044297929","100380667400003"
"117551","Venus star construction llc","Active","620952","01/11/2022 00:00:00","Airport road Makeen building  Dubai 120035","AE","rishad@venusstarcon.com","971042868290","100266575800003"
"117553","Al Basti & Muktha LLC","Active","201462","03/11/2022 00:00:00","P.O. Box: 2393 Al Addiyar Building Ground Floor Dubai UAE Opposite Gulf News Gate No. 1 Near Dubai Water Canal Dubai 2393","AE","abmbilt@emirates.net.ae","97143439444","100223251800003"
"117554","Dufill Industries LLC","Active","1381","05/19/2022 00:00:00","Jebel Ali Freezone ST300  Dubai 16964","AE","m.said@dufill.com","97148819942","100339768200003"
"117555","Stebilex Systems LLC","Active","777479","03/04/2022 00:00:00","102 First Floor Mozna BuildingNear Al Nahda Metro Station  Dubai 00000","AE","accounting@stebilex.com","97104222125","100382964300003"
"117557","BKP Group Dubai","Active","31501","10/31/2021 00:00:00","Business Central Towers Tower B 8th Floor Dubai Media City  Dubai 6791","AE","info@bkp.group","97144483600","100001189800003"
"117558","BRIX INTERIORS LLC","Active","640648","06/08/2022 00:00:00","GROSVENOR BUSINESS TOWER OFFICE NO 1208  DUBAI 502257","AE","siraj@zenstudio.ae","971044404881","100386226300003"
"117559","Parking District Solutions LLC","Active","874063","01/18/2022 00:00:00","1802  Aspect Tower Business Bay  Dubai 57111","AE","info@parkingdistrict.com","971048787999","100475881700003"
"117560","Emirates General Petroleum Corp","Active","16","02/09/2022 00:00:00","Sheikh Zayed RoadDubaiUAE  Dubai 9400","AE","vinod_kumar@emarat.ae","97143434444","100293326300003"
"117563","SMARTTEK FZE","Active","3171","07/22/2022 00:00:00","Office G090 - Technohub 1 - Dubai Silicon Oasis  Dubai 6009","AE","HMEJRI@SMARTEK.AE","971551000299","100571281300003"
"117564","Shahbaz & Ahmed Ali Interior Decoration llc","Active","735720","06/02/2022 00:00:00","Office#164B Jaddaf Dubai  Dubai 238406","AE","saadecorllc@gmail.com","971555608282","100340577400003"
"117565","NOA Offices Solutions llc - dubai branch","Active","662016","11/28/2021 00:00:00","Indigo Central 6 Level 1 Office 103  Dubai 232905","AE","hicham@noaoffices.com","97143809234","100003535000003"
"117568","SPEED GROUP TECHNICAL SERVICES (L.L.C)","Active","586793","10/09/2021 00:00:00","W26 Alkhawakeeb warehouse complex  Alquoz 2  Al quoz Dubai 4899","AE","ehsan@speedgroup.ae","043387176","100248572800003"
"117570","TechMantra Gulf DMCC","Active","DMCC-250785","01/25/2022 00:00:00","1212 Gold Crest Executive Tower Cluster C Jumeirah Lake Towers.  dubai 114851","AE","henali.s@techmantraglobal.com","971502400104","100333771200003"
"117573","Al Serh Al Kabeer Construction L.L.C","Active","683141","02/05/2023 00:00:00","Corniche Al Buhairah Al Durrah Tower 1804  Sharjah 4017","AE","info@alserhgroup.com","97165252052","100307803500003"
"117574","Three Cinquante Neuf FZ-LLC","Active","94520","02/03/2022 00:00:00","Makateb 4 Dubai Production City Dubai Production City  Dubai 503416","AE","Gharably@three59.ae","97145572127","100608448500003"
"117575","AL NASIRIYAH TECHNICAL SERVICES LLC","Active","628654","08/26/2021 00:00:00","GOLD SOUK ALRAS DUBAI GOLD SOUK ALRAS DUBAI Dubai 161323","AE","alnasirh@gmail.com","97142980848","100074097500003"
"117578","ksn Corporation ME FZ LLC","Active","10783/2017","04/24/2022 00:00:00","17th Floor Prime Tower  Business Bay 0000000","AE","nagai@ksn-corp.com","971569259615","100329591000003"
"117579","ARCHITECTURAL CORNER","Active","106596","04/12/2022 00:00:00","3706 Single Business Tower Business Bay  Dubai 6130","AE","info@archcorner.net","43380075","100345749400003"
"117580","OXYPRO ELECTROMECHANICAL WORK L.L.C","Active","751491","02/01/2022 00:00:00","OXYPRO ELECTROMECHANICAL WORK LLC#404 OFFICE COURT BUILDING OUD METHA DUBAI OFFICE 16-606 6TH FLOOR MAZYAD MALL TOWER 1 MOHAMMED BIN ZAYED CITY ABU DHABI UAE DUBAI 3286","AE","INFO@OXYPROTECH.COM","971024439084","100581822200003"
"117581","China Railway 18th Bureau Group LLC","Active","548770","09/07/2021 00:00:00","THE CITADEL TOWER 31ST FLOOR SUITE NO. 3101-3105 BUSINESS BAY Marasi Dr. DUBAI 48881","AE","gaocr18g@gmail.com","97144508088","100056590100003"
"117582","Engineering Contracting Company LLC","Active","216793","04/18/2022 00:00:00","ECC Bldg No. 79 Al Jreena Street Al Quoz 3 - Behind Gold and Diamond Park  Dubai 62393","AE","estimation@eccgroup.ae","97143736777","100219704200003"
"117584","Saleh Construction L.L.C","Active","216865","05/12/2022 00:00:00","3rd Floor Saleh Bin Lahej Bldg. Al Garhoud  Dubai 3741","AE","tender@salehc.ae","97147059998","100220228900003"
"117585","Ginco General Contracting LLC","Active","216246","12/14/2021 00:00:00","20th Floor The 9 Tower Al Abraj St. Marasi DriveBusiness Bay Dubai UAE  Dubai 8692","AE","faizuddin@ginco.ae","97143206777","100001667300003"
"117586","UNITED ENGINEERING CONSTRUCTION CO )L.L.C( UNEC","Active","230500","07/28/2022 00:00:00","Al Fattan Plaza Office 209PO Box 7510 Dubai UAE Al Saja'a Industrial SuburbPO Box 2181 Sharjah UAE Dubai 7510","AE","Latif@unec.ae","971503212831","100545531400003"
"117587","BU HALEEBA CONTRACTING )L.L.C","Active","217764","08/26/2023 00:00:00","GULF TOWERS  DUBAI 10874","AE","estimation.manager@bhc.ae","971043370000","100482953500003"
"117590","Voxtel Smart Secuirty Solutions LLC","Active","699582","12/08/2021 00:00:00","Fortune Executive Tower- JLT Cluster T- office no.1805 Dubai 32492","AE","souheil@voxtelme.com","97143746815","100336262900003"
"117591","Wavteq FZCO","Active","3978","06/30/2022 00:00:00","Dubai Airport Free ZoneAuthority  Dubai 371037","AE","caroline.mckeown@wavteq.com","971522441076","100526356900003"
"117594","ANCHOVY STUDIOS P.L.C","Active","C57419","02/10/2027 00:00:00","682  HAMRUN HMR001","MT","zak.borg@gmail.com","9715505802561",""
"117595","Sharaf Electronics (LLC)","Active","539043","10/26/2021 00:00:00","PO Box: 31064Al Hilal Building Sheikh Rashid RoadGarhoud Dubai UAE  Dubai 31064","AE","abdolnour.taghadosi@sharafelectronics.com","971042530500","100049046400003"
"117596","City Fort Contracting (L.L.C.)","Active","592673","03/11/2022 00:00:00","Sobha Sapphire Building Business Bay  Dubai 120576","AE","usman@cityfort.ae","97145520519","100037042700003"
"117597","PLANTERS HORTICULTURE)L.L.C.(","Active","204850","10/15/2021 00:00:00","4A St. Al Quoz Industrial Area 1  Dubai 5571","AE","contact@planters.ae","97143381899","100000426500003"
"117598","ABAJ TECHNOLOGIES LLC","Active","935297","02/15/2022 00:00:00","115 Al Reyami Building Al Karama Dubai UAE  DUBAI 79998","AE","info@abajtech.com","97143180336","100523510400003"
"117599","Witteveen+Bos EMEA DMCC","Active","DMCC-076117","10/28/2021 00:00:00","Unit 202 Saba 1 Cluster E Jumeirah Lakes Towers  Dubai 337500","AE","dubai@witteveenbos.com","97145547897","100257256600003"
"117601","SMART DUBAI PLATFORM PROJECT COMPANY","Active","767490","10/05/2021 00:00:00","Al Salam Tower Al Jaddi Street Media City Dubai N/A United Arab Emirates 502666United Arab Emirates  Dubai 502666","AE","supplier.management@du.ae","9710559534722559532202","100056030800003"
"117602","CG Technology LLC","Active","624513","05/03/2021 00:00:00","132 Abu Baker Al Siddique Rd - Deira - Dubai  Dubai 186348","AE","rahman@cgtechnology-uae.com","971042726777","100289400200003"
"117604","Enetric Technology Solution LLC","Active","681020","12/25/2021 00:00:00","1201 Aspin Commercial Tower Sheikh Zayed Road Dubai  DUBAI 124530","AE","admin@enetrictech.com","97143582777","100004232300003"
"117605","TERRACOTTA COMMERCIAL AGENCIES - SOLE PROPRIETORSHIP L.L.C","Active","CN-1079931","05/16/2022 00:00:00","Office 1203 Floor 12 Al Ain Ahlia Insurance Building  Hamdan Street902  Abu Dhabi 120199","AE","uae@terracotta.inc","971026661691","100058686500003"
"117608","Killgerm Building Maintenance LLC","Active","711557","06/07/2021 00:00:00","Office # 805  Indigo Optima 1  International City 410456","AE","sales@killgerm.ae","971042766351","100378525800003"
"117609","space and design interior decoration","Active","597164","06/24/2021 00:00:00","business pay tamani arts tower  dubai 215434","AE","mouaz@spaceadesign.com","971503438020","100358218400003"
"117611","ABDUL GHANI NEON SIGN MAKING L.L.C","Active","301184","09/22/2021 00:00:00","Naif area  Dubai 86719","AE","atique.dss@gmail.com","97142713829","100567649700003"
"117614","Red Dot Media DMCC","Active","JLT2634","08/22/2023 00:00:00","SWISS TOWER JLT CLUSTER Y OFFICE 601 6TH FLOOR  DUBAI 15008","AE","hsiamwala@teamreddot.com","97144228900","100068514700003"
"117615","PIONEER AUDITING","Active","118952","11/26/2021 00:00:00","BAY SQUARE Building 1 Office 404  DUBAI 15892","AE","INFO@PIONEERAUDITING.COM","971044580066","100335441000003"
"117616","TORNADO BUILDING CONTRACTING LLC","Active","548962","09/14/2022 00:00:00","P.O. BOX 4326 DUBAI UNITED ARAB EMIRATES P.O. BOX 52069 ABU DHABI UNITED ARAB EMIRATES DUBAI 4326","AE","info@tornado-group.com","971026664110","100052258900003"
"117617","ANKER SHIPPING SEVICES FZCO","Active","3948","04/30/2021 00:00:00","Dubai Airport Free Zone.Block E. Office E22  Dubai 371276","AE","waseljammoul1993@gmail.com","97100971501588486",""
"117618","CW Publishing Ltd","Active","0583 5226","05/02/2022 00:00:00","UNIT 3 17-19 BONNY STREET  LONDON NW1 9PE","GB","creditcontrol@cwpg.com","442076651111",""
"117619","The Qode","Active","93058","12/28/2021 00:00:00","A505 Building 7Dubai Design District  Dubai 391995","AE","info@theqode.com","971551320921","100000592400003"
"117620","BPG","Active","224107","12/26/2021 00:00:00","A: Bates PanGulf LLC. Level 5 Building 3Emaar Business Park. PO Box 3294 Dubai UAE.  Dubai 3294","AE","Ashish.Gupta@bpggroup.com","971505644360","100037167200003"
"117622","Light Func DWC-LLC","Active","5023","05/11/2022 00:00:00","Business Centre Floor 3 Building A3 Dubai South Dubai 712515","AE","rd@lightfunc.org","971502232848","100231283100003"
"117623","WPP Brands (UK) Limited (DMCC Branch)","Active","WPP JLT-66612","01/01/2022 00:00:00","Tiffany Tower 33rd Floor JLT  Dubai 62615","AE","projects@landorandfitch.com","97144234700","100285884100003"
"117625","Loggerhead Management Consultants","Active","722009","12/06/2021 00:00:00","Office 1204Capricorn Tower Sheikh Zayed Road DIFC Area Dubai 212997","AE","nar@loggerheadpartners.com","97143587877","100032319400003"
"117626","Team Dynamic Technologies LLC","Active","856957","10/07/2021 00:00:00","Office 106Al Jasmi Building Deira Dubai  Dubai 321138","AE","sales@tdynamictec.com","97142394463","100506110400003"
"117632","SPAZIO INTERIORS LLC","Active","615542","08/23/2022 00:00:00","Spazio Interiors LLc E 605 E Block Al Shoala Building902  Dubai 125660","AE","asif@spaziodubai.com","97142999681","100373993300003"
"117633","Head Quarter Facilities Supply","Active","603459","11/24/2021 00:00:00","Showroom #1 Al Owais Building Port Saeed Deirah  Dubai 000000","AE","hquarter@eim.ae","97142525528","100273651800003"
"117634","NOORHAN GENERAL TRADING L.L.C","Active","230674","04/07/2021 00:00:00","Shed 12 Mubarak Al Jafla Warehouse  Al Quoz 2  Dubai 24651","AE","sales@noorhan.ae","97143397110","100363882000003"
"117637","TAYABUL ISLAM INTERIOR DESIGN CO.LLC","Active","620881","01/07/2022 00:00:00","hamdan khalfan majid al badawioffice unit no: 218A218BHATTA DUBAI  HATTA 21784","AE","tayabulcontracting@yahoo.com","971558312982","100050729100003"
"117639","Edison Led Lighting","Active","699575","12/08/2021 00:00:00","Office No 08. Nad Al Hamar Road Umm Ramool  Dubai 393064","AE","melwyn@edisonledlighting.com","97143404571","100006912800003"
"117640","RTC Supply of Labor","Active","CN-2603183","08/15/2022 00:00:00","Office 1809 JBC 2 JLT  Dubai 338228","AE","accounts@rtc-1.com","97143624588","100612046100003"
"117641","ILAJ SERVICES FZCO","Active","3726","02/11/2022 00:00:00","Office:1001Suntech Tower. Dubai Silicon Oasis Dubai 1147017","AE","info@ilaj.ae","97143954525","100610552000003"
"117642","FIRE TECH FIRE FIGHTING L.L.C","Active","555206","03/26/2022 00:00:00","AL ABDOULI STORES WH-04 RAS AL KHOR  DUBAI 91598","AE","sales@firetechgulf.com","97143207380","100337707200003"
"117644","MMJS Dataphi DMCC","Active","DMCC-796785","12/28/2021 00:00:00","Unit No: 1803-D JBC 5 Plot No: JLT-PH2-W1A Jumeirah Lakes Towers  Dubai 83720","AE","info.dataphi@mmjs.co","971566132460","100540423900003"
"117646","Al Moauz Automatic Gates","Active","591796","02/20/2022 00:00:00","52 8th St - DeiraAl Murar -  Dubai 81901","AE","almoauz@magdoors.com","971042731487","100320003500003"
"117647"," MENA Research Partners FZE","Active","5156/2014","06/18/2022 00:00:00","Emirates Towers 41floor PO BOX 31303  Dubai 31303","AE","ahobeika@mena-rp.com","971508133520",""
"117648","Omnibus Marketing Research & Consultancies","Active","745541","11/04/2021 00:00:00","Al Mamzar  AB Plaza 8 office 906 Al Mamzar Dubai 72280","AE","ibrahim.salah@live.com","97142695262","100274642600003"
"117649","Greenland Market Research & Consultancy","Active","627824","05/27/2022 00:00:00","Dubai Islamic Bank Building C Block  802  Sharjah 67295","AE","muffadal@greenland-research.com","971506852201","100207979400003"
"117650","LOC8 EQUIPMENT TRADING LLC","Active","CN-1100597","06/25/2022 00:00:00","Al Bateen C-6 Abu Dhabi 54013","AE","contact@loc8.ae","97143681565","100000554400003"
"117651","Andarakis Advisory Services DMCC","Active","65592","06/01/2022 00:00:00","Andarakis Advisory Services DMCC The Dome Tower JLT Dubai 337030","AE","paul@andarakis.com","971566121551","100385478100003"
"117652","Ventures Middle East DMCC","Active","JLT-66997","04/22/2022 00:00:00","Units 3201-3203 Jumeirah Business Center 5 JBC5 Tower Cluster W Jumeirah Lakes Towers Dubai United Arab Emirates  Dubai 643708","AE","mail@ventures-me.com","97143659918","100030061400003"
"117653","ELITBUZZ Technologies DMCC","Active","69073","09/07/2021 00:00:00","2501 Fortune Tower Cluster C JLT Dubai  Dubai 454597","AE","accounts@elitbuzz.com","97144536025","100335936900003"
"117655","4i Apps Solutions FZC","Active","7186","12/06/2021 00:00:00","Hamriyah Free Zone Sharjah  sharjah 42693","AE","dhwarakanath.jg@4iapps.com","971971526159149","100347231100003"
"117656","Sweet Wonders FZC","Active","5781","12/12/2021 00:00:00","Business Center Al Shmookh Building UAQ Free Trade Zone  Umm Al Quwain 116977","AE","mirna@sweetwonders.ae","9710552835110",""
"117657","Realistic Management Consultancy","Active","523391","01/06/2022 00:00:00","Office No 608 Ghazal Offices Annexed to Ghazal Mall 2nd December Street Dubai UAE  Dubai 12672","AE","deepak@researchrmc.com","971506595421","100073250100003"
"117659","ENSURE PEST CONTROL LLC","Active","821767","12/19/2021 00:00:00","AL MOZNA BUILDING AL QUSAIS  DUBAI 232046","AE","sales@ensureuae.com","97142554277","100535616500003"
"117660","Illumina LLC","Active","1701275.01","09/26/2021 00:00:00","Sharjah Media City  Sharjah 515000","AE","philhandforth@icloud.com","97180074267",""
"117662","BEYOND PRODUCTIONS AND CARPENTRY","Active","855316","10/27/2021 00:00:00","Jabal Ali Industry 1  Dubai 51500","AE","harvey@beyondentt.com","971554783134","100508299300003"
"117663","Integrity Marketing Consultants LLC","Active","674064","07/18/2022 00:00:00","RKM building Office 226Hor Al anzDubai  Dubai 00000","AE","kanchan@imrmena.com","97142599606","100303765000003"
"117664","MAKE MY CREATIONS HANDCRAFT","Active","925828","01/03/2022 00:00:00","M12 Makateb Building Port Saeed Deira.  Dubai 64027","AE","enquiry@creation-studios.com","971586750615","100563876000003"
"117670","Metromed","Active","CN-1013961","11/13/2021 00:00:00","Farah Abdullah Al Mazrui Bldg. Suite M2 Tourist Club Area Abu Dhabi 8047","AE","info@metromed.me","9710551237300","100013463300003"
"117672","ASZarchitetti","Active","JLT-66480","11/19/2021 00:00:00","Office No 2706 JBC2 Tower Jumeirah Lakes Towers Cluster V  Dubai 309120","AE","admin@ae.aszarchitetti.com","97144435180","100050770500003"
"117673","RETAIL CONCEPTS DESIGN","Active","576012","12/13/2021 00:00:00","Al Shafar Investment Building Office 231  Dubai 214976","AE","mayssam@rcd.ae","971506761050","100553464700003"
"117674","Shield Middle East FZCO","Active","183365","04/30/2022 00:00:00","Jebel Ali Free zone South Area&#1548; Jebel Ali Free Zone Street - Dubai Dubai 262169","AE","info@shieldmeglobal.com","971048151111","100039127400003"
"117676","OCEAN BRIDGE FZCO","Active","3965","06/11/2022 00:00:00","236 6EB DAFZA  DUBAI 371542","AE","andrea@oceanbridgefzco.com","971504889562",""
"117677","ORTMOR FZE","Active","L-666","08/19/2021 00:00:00","SRT-FLR26-Hot Desk#70 Sheikh RashidTower Dubai World Trade Centre SheikhZayed Road Dubai Dubai United ArabEmirates  Dubai 85746","AE","bilal@ortmor.com","97100971506578933","100554357200003"
"117680","BIKRAM INTERIOR DECORATION LLC","Active","232964","11/16/2021 00:00:00","Office:  901 9TH Floor Saheel Tower 1  28th Street Al Etihad Road PO Box 13096 Al Nahda 1 Dubai . United Arab EmiratesTelephone No.: 04 2965355 Fax no:  04 2965354  DUBAI 13096","AE","bikramdxb@bikram.ae","971042965355","100219434600003"
"117681","EMPEREAL RUBY SOLAR ENERGY SYSTEMS INSTALLATION L.L.C","Active","815716","10/01/2021 00:00:00","ARENCO BUILDING 4 Dubai Investment Park - 1 - Green Community Village - Dubai  Dubai 474152","AE","info@empereal.com","971504592854","100482475900003"
"117682","Creative Food Investments FZCO","Active","3012","09/14/2021 00:00:00","DP G16 FOOD COURT 8W BUILDING DAFZA  DUBAI 3094","AE","MEALBOXCO@GMAIL.COM","971543904904",""
"117683","AMS International Manpower Supply Services","Active","675169","08/15/2022 00:00:00","20th FloorOffice 2011Grosvenor Business Towers Barsha Heights Dubai902  Dubai 191050","AE","amsint@emirates.net.ae","9715062054498","100016043000003"
"117687","BRAND OPTIONS ADVERTISING (L.L.C)","Active","563795","12/12/2021 00:00:00","Aden Street Ras Al Khor Industrial Area 1 Dubai 122816","AE","shakeeb@brandoptions.ae","971042677292","100211701600003"
"117688","Aerostreams global ventilations works","Active","731134","04/04/2022 00:00:00","Warehouse # 6 Al Qusais Ind. Area 5 Near Tasjeel Al Qusais Dubai 14749","AE","shehin@aerostreamsglobal.com","97142863782","100040594200003"
"117689","LAMEE TECHNOLOGIES LLC","Active","808729","06/09/2022 00:00:00","Office B 2101 21st Floor Lathifa Tower Trade Center Sheikh Zayed Road  DUBAI 103759","AE","mithun@lameetech.com","971503545811","100458829700003"
"117690","Brunswick Gulf Limited","Active","CL0320","01/07/2022 00:00:00","Gate Village Building 10 Dubai International Financial Centre  Dubai 506691","AE","uaeoffice@brunswickgroup.com","971045609600","100480225000003"
"117691","HOLISTIC FZCO","Active","4227","10/20/2021 00:00:00","1302 GoldCrest Executive Tower Cluster C Jumeirah Lakes Towers Dubai 336305","AE","hello@theholisticagency.com","971043399895",""
"117697","M B C Corporate Services","Active","604121","12/11/2021 00:00:00","5th Floor Office 501-502 Al Manara Tower  Dubai 75952","AE","mbcdubai@mayurbatragroup.com","97145521352","100511201400003"
"117698","Xpert Advisory DWC LLC","Active","1589","12/24/2021 00:00:00","Office 511 Level 5 Building A-3 DWC  Dubai 51194","AE","registration@xpertadvisory.com","971048879967","100059673200003"
"117699","Magnetic LLC","Active","2009471","10/05/2021 00:00:00","Sharjah Media City  Sharjah 9837","AE","tj@wearemagnetic.ae","971568931164",""
"117702","DALMA ELECTRONICS LLC","Active","724296","03/31/2022 00:00:00","Office 6 Sharjah Building Wasit Road Al Khezamia  Sharjah 78667","AE","info@dalma.ae","97165513076","100388795500003"
"117703","PINNACLE COMPUTER SYSTEMS L.L.C","Active","239755","11/19/2021 00:00:00","Office No. 204 Al Khaleej Building adjacent to Karama Park Karama Dubai.  DUBAI 27261","AE","george.thomas@pinnacledxb.com","97143350053","100023227000003"
"117704","Lynchpin Media","Active","08096230","12/31/2031 00:00:00","63/66 Hatton Garden  London EC1N 8LE","GB","richard@lynchpinmedia.co.uk","440203266825",""
"117706","Bond Interior Design LLC","Active","241251","03/31/2022 00:00:00","Saih Shuaib 3 DIC  Dubai 15758","AE","info@bondinteriors.com","97142711727","100033819200003"
